Timestamp,1.1. Coder Initials,1.2. Article DOI,1.3. Is there a statement in the article that there was a pilot study conducted?,"1.3.1. If there is no pilot study reported in the article, what did the keyword ""pilot"", ""preliminary study"" or ""feasibility study"" refer to? ",2.1.  Is the article a Registered Report? ,2.2.  Does the article state whether or not reported study/studies were preregistered? ,2.3. How many studies does the article report? ,2.4. What type of study(ies) are being reported?,"2.4.1. If the article reports empirical data, what type of empirical data study is being reported?",3.1 How does the article state that there was a pilot study conducted? ,3.2  How is the pilot study referred to in the article? ,3.3  Does the article state how many pilots have been conducted? ,"3.3.1 If there is a statement about the number of pilots conducted, what is the number of pilots?",3.4. Does the article state the purpose of the pilot(s) that have been conducted? ,3.5. Does the article state how the overall procedure for the pilot(s) was decided upon?,3.6. Does the article state the sample size(s) of the pilot(s) that have been conducted?,"3.6.1 If the article state the pilot(s) sample size(s), does it state the justification of the sample size(s)? ",3.7 Does the article state the recruitment method for the sample in the pilot studies? ,3.8 Does the article state the stopping rule: the decision behind finalizing piloting? ,"3.8.1. If the article states the stopping rule, is it possible to categorize this rule into one or more of the categories below? ",3.9  Is there a statement on how similar or different the pilot(s) were from the main study(ies)? ,4.1  Does the article state whether or not data from the pilot(s) are available? ,"4.1.1 If pilot data are available, how does the statement indicate that the data are available?","4.1.2 If pilot data are available, can you access, download, and open the data files without an additional step such as a sign-up or a login? ",5.1. Does the article state whether or not pilot analysis scripts are available? ,"5.1.1 If pilot analyses are available, how does the statement indicate that they are available? ","5.1.2. If pilot analyses are available, can you access, download, and open the pilot analysis scripts without an additional step such as a sign-up or a login?",6.1.  Does the article state whether or not pilot materials/methods are available? ,"6.1.1 If pilot materials/methods are available, how does the statement indicate that they are available? ","6.1.2. If pilot materials/methods are available, can you access, download, and open the files without an additional step such as a sign-up or a login? ",7.1.  Does the article report results or outcomes from the analysis of the pilot study data? ,"7.1.1. If pilot results or outcomes are reported, what are the reported results?","7.1.2. Does the article state that the data or results from the pilot were combined with the final, main study results? ",7.1.3. Does the article state whether or how the pilot study results affected the main study? ,Any other details,8.1. Does the article include a funding statement?,8.2. Does the article include a statement indicating whether there were any conflicts of interest?,"8.2.1. If there is a conflict of interest statement, what is the statement?",Is the pilot reporting in this article an example of “best practice” that could be used to guide others?,"9.1. Do you have any feedback on the form, instructions or general coding procedure?",9.2. How much time did it take you to code this article?
11/14/2025 11:12:40,HL,10.1037/met0000330,"Yes, the article states that there was a pilot study",,No,"No, there is no statement about preregistration",5,Empirical study(ies),"Experimental study, Simulation study","""We first simulated 500 datasets from a data generation model based on Equation (3) with cluster size n = 32 and L2 sample size J = 30, and regarded the simulated datasets as 500 separate pilot test datasets. We then applied mixed-effects modelling to each of the
(hypothetical) pilot datasets. Next, based on the obtained results, we estimated a power curve for L1, L2, and L12 effects respectively, once using the summary-statistics-based method and again using a simulation-based method (with the simr package in R, replication = 1,000; Satterthwaite approximation was used to define degrees of freedom for the mixed-effects model). For the summary-statistics-based power analysis, we only used the t value obtained from the mixed-effects modelling and L2 sample size J = 30 as input to obtain a power curve when cluster size n = 32. To obtain power estimates with different cluster sizes, the summary-statistics-based power analysis used further information specified in the previous section.""
""In sum, this simulation produced 500 (hypothetical pilot datasets) x 3 (effect in focus: L1,
L2, or L12) x 3 (conditions) = 4,500 hypothetical pilot datasets, which were analyzed both by the summary-statistics- and simulation-based (replication = 1,000) power analyses to compare the results. For each hypothetical pilot dataset, both methods produced nine power estimates with three different levels of L2 sample sizes (J = 20, 30, and 40) combined with three different cluster sizes (n = 22, 32, and 42). Therefore, the simulation method ran 4500 x 1000 x 3 x 3 = 40,500,000 models to obtain power estimates. The simulation was run on the Laboratory of Neuroimaging (LONI) Pipeline system provided by the University of Southern California Mark and Mary Stevens Neuroimaging and Informatics Institute (Rex, Ma, & Toga, 2003).""
""We generated 1,000 hypothetical pilot datasets and then applied summary-statistics- and simulation-based (replication = 1,000) power analyses, estimating the power of three different L2 sample sizes (J - 10, J, and J + 10, where J is the L2 sample size of the hypothetical data) combined with three different cluster sizes (n – 10, n, and n + 10, where n is the cluster size of the hypothetical data). This procedure resulted in 9,000 (1,000 x 3 x 3) pairs of power estimates for L1 effect from the two methods with varying parameter values. An additional 9,000 pairs of power estimates were obtained for L2 effect, and another 9,000 pairs of power estimates were obtained for L12 effect.""","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,3 pilot simulations and 2 empirical studies,"Imagine that there is a published study or a pilot study that researchers conducted, and they want to determine a L2 sample size (e.g., number of participants in case of a multi-trial experimental study or a diary study) for their new study based on that information. They are interested in a level-1 fixed-effect (γ10) in Equation (1). With our proposed approach, the researchers simply need the t value (or p value) associated with this fixed effect (γ10)
and the L2 sample size J from the previous study to compute an approximate statistical power.","We first simulated 500 datasets from a data generation model based on Equation (3) with cluster size n = 32 and L2 sample size J = 30, and regarded the simulated datasets as 500 separate pilot test datasets. We then applied mixed-effects modelling to each of the
(hypothetical) pilot datasets. Next, based on the obtained results, we estimated a power curve for L1, L2, and L12 effects respectively, once using the summary-statistics-based method and again using a simulation-based method (with the simr package in R, replication = 1,000; Satterthwaite approximation was used to define degrees of freedom for the mixed-effects model). For the summary-statistics-based power analysis, we only used the t value obtained from the mixed-effects modelling and L2 sample size J = 30 as input to obtain a power curve when cluster size n = 32. To obtain power estimates with different cluster sizes, the summary-statistics-based power analysis used further information specified in the previous section.","We first simulated 500 datasets from a data generation model based on Equation (3) with cluster size n = 32 and L2 sample size J = 30, and regarded the simulated datasets as 500 separate pilot test datasets. ",No,Simulation,No,,No,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"""The results are summarized in Table 3. Overall, summary-statistics-based power analysis produced comparable results with the simulation-based power analysis. In the baseline condition, where cluster size and predictor variance are constant across clusters,
summary-statistics-based power analysis should show very similar power estimates with
simulation-based power analysis. In fact, we saw little discrepancy between the proposed and simulation-based methods in the average power and RMSEs (0.009 – 0.019). Given the general equivalence of the two approaches, the observed discrepancy is likely due to sampling errors in the simulation method. In fact, with 1,000 replications of the simulation-based power analysis, the standard error of a proportion estimate is maximally 0.016 (when true proportion is 0.50).
Critically, the results were robust even under conditions where predictor variance or cluster
size was varied across clusters. On average, both methods showed very similar power estimates, indicating that the proposed method is not biased in a systematic manner. RMSEs are mostly below 0.025, although the discrepancy was slightly larger when both L2 sample size cluster sizes were small and cluster size was varied (maximum = 0.030). In comparison to the baseline condition, RMSEs became larger only by 0 – 0.012. The robustness of the summary-statistics-based power analysis is consistent with the previous observations that cluster size heterogeneity does not have much impact on the statistical power estimates (e.g., van Breukelen et al., 2007).""
""The regression results are summarized in Table 4. To quantify the stability of parameter estimates, we also showed 95% CI (we corrected for the standard errors to take into account the fact that the same hypothetical data produced 9 pairs of power estimates). In
short, the results confirmed the robustness of the summary-statistics-based power analysis for both conditions. For L1 effect, overall discrepancy was very small (for relative power difference, -0.0002 and -0.0009; for absolute power difference, 0.0095 and 0.0098). For both relative difference and absolute difference, none of the predictors had strong effects on the discrepancy. For example, L1 effect size showed a negative effect of -0.0039 on the absolute difference in power in the variant cluster size condition. This means that the absolute power difference between the two power analysis methods increased by 0.00039 when (standardized) L1 effect size is smaller by 0.1.
For L2 effect, overall discrepancy was very small (for relative difference, -0.0008 and -
0.0013; for absolute difference, 0.0117 and 0.0124). None of the predictors had strong effects, although the effects seem to be slightly larger than the L1 effect overall. For example, random intercept SD had a positive effect of β = 0.0125 on relative power difference in the varied cluster variance condition. This means that summary-statistics-based power analysis tended to overestimate the statistical power by 0.00125 when random intercept SD increased by 0.1 (i.e. as large as the SD of errors).
For L12 effect, again, overall discrepancy was very small (for relative power difference,
0.0004 and -0.0004; for absolute power difference, 0.0119 and 0.0146). Most of the predictors did not have strong effects. The biggest effect seems to be that of the standardized L12 effect on relative power difference, which showed β= -0.0543 in the varied cluster size condition. This suggests that summary-statistics-based power analysis tends to underestimate power by 0.00543 in comparison to the simulation-based method when standardized L12 effect size increases by 0.1.""
""Results are reported in Table 5. Overall, despite the adverse condition, the proposed method showed reasonably good performance across different combinations of L2 sample size and cluster size, generally indicating the robustness of the summary-statistics-based power analysis. Of particular interest was the case when L2 sample size was small (i.e. 10). Our two major observations were as follows. First, on average, the proposed
method showed very similar statistical power to the simulation-based power analysis. Second, when L2 sample size was small, RMSE increased up to 0.034 (for L1 effect) to 0.048 (for L12 effect); This was a ~0.02-0.03 increase from the baseline model in Simulation 1. Together, these results demonstrate the robustness of the summary-statistics-based power analysis, even with strong violations of the assumption of equal cluster size, and with the modest violation of the assumption of equal predictor variance. The results also suggest that, when dealing with small sample size data, researchers need to bear in mind the possibility that a power estimate based on the proposed method may not be very accurate (i.e. it is better to oversample to be on a safe side).
In sum, these simulation studies demonstrate the reasonable robustness of the summary-
statistics-based power analysis even when critical statistical assumptions are violated. The
discrepancy between the proposed and simulation-based methods do not seem to be strongly impacted by the nature of the prior data (i.e., true parameters that define hypothetical pilot data). Even under the conditions of unequal within-cluster variance of predictor and cluster size (up to CsV = 0.55-0.56), power estimates by the proposed method did not systematically differ from those by the simulation-based method on average, although RMSE became slightly higher when sample size was small.""","No, there is no statement about combining pilot data or results with the main study sample.",NA,,"This research was supported by JSPS KAKENHI (Grant Numbers 18H01102; 18K18696 to KM), F. J. McGuigan Early Career Investigator Prize from American Psychological Foundation (to KM); Jacobs Foundation Advanced Research Fellowship (to KM), the Leverhulme Trust Research Leadership Award (Grant Number RL-2016-030, to
KM), and the Alexander von Humboldt Foundation (the Alexander von Humboldt Professorship endowed by the German Federal Ministry of Education and Research; to K. M.). ","No, there is no conflict of interest statement",,It is an example which is not very generalizable,,28 minutes
11/14/2025 11:19:53,HL,10.1177/13623613221085339,The article itself is a pilot randomized trial,The study is a pilot randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute 35 seconds
11/14/2025 11:26:58,HL,10.1037/pspa0000297,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",6,Empirical study(ies),Experimental study,"Based on preliminary pilots, we anticipated that we would find medium to large effects.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,NA,NA,NA,,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Based on preliminary pilots, we anticipated that we would find medium to large effects.","No, there is no statement about combining pilot data or results with the main study sample.",NA,," This work was supported by funding from the University of Chicago, Booth School of Business. ","No, there is no conflict of interest statement",,No,,5 minutes 48 seconds
11/14/2025 11:38:06,HL,10.1177/09567976221097615,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",5,Empirical study(ies),Experimental study,"To test the latter presumption, we conducted a pilot test (N = 75; see the Supplemental Material available at https://osf.io/j67c3/) in which participants imagined needing immediate help across six scenarios used in Experiment 1a. This pilot test indicated that people’s reported willingness to ask for help was positively correlated with the potential helper’s presumed willingness to help them, β = 0.67, and with how positive they expected the helper would feel after fulfilling their request, β = 0.33, but was negatively related to how inconvenienced and annoyed they expected the helper to feel, β = −0.42, ps < .001. These results suggest that people asking for help not only care about achieving agreement but also care about how positive the helper feels about helping. If people underestimate the extent to which helpers are prosocially motivated, and hence would feel positive after helping, then people could be overly reluctant to request help when needed.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),"We believe that these hypotheses are important because they clarify theoretical mechanisms underlying prosocial behavior and also because expectations about helpers’ experiences are likely to guide decisions to request help. To test the latter presumption, we conducted a pilot test (N = 75; see the Supplemental Material available at https://osf.io/j67c3/) in which participants imagined needing immediate help across six scenarios used in Experiment 1a.",NA,"To test the latter presumption, we conducted a pilot test (N = 75; see the Supplemental Material available at https://osf.io/j67c3/) in which participants imagined needing immediate help across six scenarios used in Experiment 1a. ",NA,NA,NA,,NA,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No (GO TO NEXT SECTION),,,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"This pilot test indicated that people’s reported willingness to ask for help was positively correlated with the potential helper’s presumed willingness to help them, β = 0.67, and with how positive they expected the helper would feel after fulfilling their request, β = 0.33, but was negatively related to how inconvenienced and annoyed they expected the helper to feel, β = −0.42, ps < .001.","No, there is no statement about combining pilot data or results with the main study sample.",NA,,This research was funded by the Neubauer Family Faculty Fellowship and the University of Chicago Booth School of Business.,"Yes, the statement says that there is no conflict of interest",,Yes,,9 minutes 40 seconds
11/14/2025 11:40:11,HL,10.1016/j.cognition.2022.105173,"No, there is no statement that a pilot study was conducted","Aviation context (e.g. ""The pilots interviewed at the airport..."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute
11/14/2025 12:00:22,HL,10.1016/j.obhdp.2022.104206,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",2,Empirical study(ies),Experimental study,"""However, we conducted two pilot studies (Pilot Studies 1 and 2; pre-registered with such prediction, see Online Appendix C), and they produced the opposite result: raters were more accurate in predicting task-related performance, and, in fact, they were not at all accurate in predicting interpersonal contextual performance. Based on the results of the pilot studies, we reconsidered some of the theoretical perspectives, leading to new predictions regarding the accuracy of judgments based on warmth and competence perceptions. Specifically, we argue that it is harder for prospective members to “fake” their competence (which leads
to task-related performance predictions) than their warmth (which leads to interpersonal contextual performance predictions). If so, warmth perceptions and the associated interpersonal contextual performance predictions should be more susceptible to error. Hence, we propose that predictions about task-related performance in the team derived from competence perceptions have higher predictive validity than those of interpersonal contextual performance derived from warmth perceptions.""
""Four pilot studies were conducted during the revision process prior to conducting Studies 1 and 2. Details of all 6 studies, including their pre-registration, are provided on OSF, where we also provide all our data and syntaxes. In Study 1, we have also obtained additional measures that are not reported in the paper but are fully disclosed in Online Appendix F, Footnote 2. We also report additional exploratory analyses in Online Appendix E.""
""Other than two pilot studies and Study 2 collected during the revision process, another pilot study was also conducted during the process, in which we explored the role of job type (job that requires technical skills vs people skills) using the videos in Study 1. However, this pilot study was conducted before we decided on reframing our paper to be about team member selection and performance predictions in team context. Importantly, this was also before we
realized that, to empirically look at accuracy of predictions about such task-related and interpersonal contextual performance in the team, we should not use the MBA videos and impose upon such putative job in a noisy and unrealistic manner but would instead have to create new stimuli in which participants actually engage in a task that requires low or high task interdependence (as in Study 2). In addition, there were 2 studies (available in OSF) used in our original submission of the paper (i.e., prior to the review process) that were
fundamentally different and showed different results with regards to accuracy. In this meta-analysis, we include Studies 1 and 2 reported in the paper, but in parenthesis we also report the meta-analysis results for the accuracy prediction across all studies (8 in total).""","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,Two pilot studies and piloting during the revision process,NA,NA,Supplementary Material: ,"We recruited 300 U.S.- and U.K.-based working managers, but excluded, as per our
pre-registration, 115 participants who (a) made hiring decisions less frequently than once in
six months, (b) failed at least one attention check, and (c) did not watch the video, which
resulted in a final sample of 185 participants (52% female, Mage = 42.36, SDage = 11.25). The majority of our participants of Pilot Study 1 made hiring decisions at least once in three
months or more frequently (65%). For Pilot Study 2 (AsPredicted #39182; see Online
Appendix A for the link for the pre-registration document), we recruited 97 U.S.- and U.K.-
based working managers, but excluded 15 participants, as per our pre-registration, who (a)
made hiring decisions less frequently than once in six months, (b) failed at least one attention check, and (c) did not watch the videos, which resulted in a final sample of 82 participants (50% female, Mage = 37.32, SDage = 7.62).","For both Pilot Studies 1 and 2, we recruited participants via Prolific Academic.",NA,,NA,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No (GO TO NEXT SECTION),,,Yes,"Supplementary Material, Tables C1 - C8","Yes, both data and results (the data and results from the pilot were combined with the main study data and results).","Based on the results of the pilot studies, we reconsidered some of the theoretical perspectives, leading to new predictions regarding the accuracy of judgments based
on warmth and competence perceptions. Specifically, we argue that it is harder for prospective members to “fake” their competence (which leads to task-related performance predictions) than their warmth (which leads to interpersonal contextual performance predictions). If so, warmth perceptions and the associated interpersonal contextual performance predictions should be more susceptible to error. Hence, we propose that
predictions about task-related performance in the team derived from competence perceptions have higher predictive validity than those of interpersonal contextual performance derived from warmth perceptions.",,NA,"Yes, the statement says that there are one or more conflicts of interest",,Yes,,19 minutes
11/14/2025 12:03:15,HL,10.1002/da.23270,The article is the pilot itself,The article is a pilot itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute 53 seconds
11/14/2025 12:04:57,HL,10.1002/eat.23756,The article is a pilot itself,The article is a pilot itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute
11/14/2025 12:15:52,HL,10.1080/15374416.2022.2073235,"Yes, the article states that there was a pilot study",,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"After enrolling the first five cohorts of youth (N = 84), a proof-of-concept study was conducted to ensure that initial results suggested positive, non-iatrogenic effects on core mechanisms and psychological outcomes in these highly vulnerable youth. Findings of that study’s pretest-posttest analyses confirmed differential acquisition of engagement coping skill knowledge (e.g., problem solving steps and cognitive reframing), reductions in cortisol reactivity for intervention but not control youth, and reductions in parent and youth reported
internalizing symptoms. Hence, these early findings suggested that BaSICS was safe and potentially efficacious (Wadsworth et al., 2020), but did not constitute a strong test of mechanism engagement, which the current study is designed to address.
The current study builds on the promising proof-of-concept findings and was designed to evaluate the intervention’s longer-term success in engaging the multiple mechanisms in the
intended population of young adolescents living in chronically stressful high poverty contexts. 
The findings herein replicate the findings of the proof-of-concept study wherein the safety of the intervention was established and posttest improvements in STEPS, THINK, and cortisol reactivity were found. The current study also extended these initial findings in important ways, including establishing that the initial effects were sustained out to a year, revealing the emergence of several positive effects on the parent-report RSQ over time, and showing intervention-related changes across reporters and in stress biology.",proof-of-concept study,Yes,One pilot study reported in the article (single study),"After enrolling the first five cohorts of youth (N = 84), a proof-of-concept study was conducted to ensure that initial results suggested positive, non-iatrogenic effects on core mechanisms and psychological outcomes in these highly vulnerable youth.",NA,"After enrolling the first five cohorts of youth (N = 84), a proof-of-concept study was conducted to ensure that initial results suggested positive, non-iatrogenic effects on core mechanisms and psychological outcomes in these highly vulnerable youth. ",NA,NA,NA,,"The findings herein replicate the findings of the proof-of-concept study wherein the safety of the intervention was established and posttest improvements in STEPS, THINK, and cortisol reactivity were found. The current study also extended these initial findings in important ways, including establishing that the initial effects were sustained out to a year, revealing the emergence of several positive effects on the parent-report RSQ over time, and showing intervention-related changes across reporters and in stress biology.",No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Findings of that study’s pretest-posttest analyses confirmed differential acquisition of engagement coping skill knowledge (e.g., problem solving steps and cognitive reframing), reductions in cortisol reactivity for intervention but not control youth, and reductions in parent and youth reported internalizing symptoms. ","No, there is no statement about combining pilot data or results with the main study sample.",NA,,"This research was funded by Grants R21MH107631 and
R33MH107631 from the National Institute of Mental Health
awarded to Martha E. Wadsworth.","Yes, the statement says that there are one or more conflicts of interest",,Proof-of-concept study was published separately to this main study,,10 minutes 18 seconds
11/14/2025 16:21:14,ABa,10.1177/00139165221114894,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2min15
11/14/2025 16:35:25,ABa,10.1037/adb0000847,"Yes, the article states that there was a pilot study",,No,"No, there is no statement about preregistration",1,Empirical study(ies),Experimental study,"""Alcohol expectancy words were based on the  social, physical, and cognitive effects of binge drinking (piloted and used in previous  research by this group)""","“Pilot*” (study, experiment, test or similar; piloting; piloted), In an other study (a pilot one) realised by the same authors",Yes,One pilot study reported in the article (single study),NA,NA,NA,NA,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",NA,,This study was supported by a pilot grant from the Institute of  Health and Biomedical Innovation (awarded to MW).,"Yes, the statement says that there is no conflict of interest",The authors declare None.,No,No,12min50
11/14/2025 16:38:57,ABa,10.1002/eat.23664,"No, there is no statement that a pilot study was conducted",Refering to previous study and keyword in the references,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2min30
11/14/2025 16:40:32,ABa,10.1037/ccp0000757,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30s
11/14/2025 16:42:51,ABa,10.1017/S0140525X21000017,"No, there is no statement that a pilot study was conducted",Aviation context and keyword in the references,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1min45
11/14/2025 17:06:11,ABa,10.1037/pspi0000383,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",9,Empirical study(ies),"Experimental study, Qualitative study","Notably, we find similar results in a pilot study that preceded Study 1b","“Pilot*” (study, experiment, test or similar; piloting; piloted)",We can suppose that there is only one pilot study,One pilot study reported in the article (single study),NA,NA,NA,NA,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,Supplementary materials hosted by the journal,Yes,No,,"No, there is no statement about combining pilot data or results with the main study sample.",NA,,NA,"No, there is no conflict of interest statement",NA,No,,14min
11/14/2025 17:18:32,ABa,10.1111/cdev.13845,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",3,Empirical study(ies),Quantitative observational study,"""The scenarios and illustrations (see Supporting Information, pp. 1–6) were piloted for age-appropriateness and ease of understanding."" ; ""Items were presented with appropriate pilot-tested emoticons signaling intensity (see Supporting Information, pp. 13–18).""","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,NA,NA,NA,NA,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,Supplementary materials hosted by the journal,Yes,No,NA,"No, there is no statement about combining pilot data or results with the main study sample.",NA,,The first author was supported by funding from the British Council Researchers Travel Link 2017-RLTG8-10508 to design the studies described in this manuscript.,"No, there is no conflict of interest statement",NA,No,,11min45
11/14/2025 17:32:34,ABa,10.1002/ejsp.2856,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",5,Empirical study(ies),Experimental study,"""A priori power calculations revealed that we needed at least 108 participants in order to achieve a power of 99% to detect the effect type of  bias (upward vs. downward) of size d = .85 obtained in a pilot Study  (see our Open Science webpage for a detailed description)."" 

""Sample size calculations were based on the results of a pilot study (see our  Open Science webpage), wherein we obtained an effect of size Cohen’s  d = 0.32 for our power manipulation on perceived prejudice."" ","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,NA,NA,NA,NA,NA,NA,,NA,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No,,"No, there is no statement about combining pilot data or results with the main study sample.","Sample size calculations were based on the results of a pilot study

A priori power calculations revealed that we needed at least 108 participants in order to achieve a power of 99% to detect the effect type of  bias (upward vs. downward) of size d = .85 obtained in a pilot",,NA,"Yes, the statement says that there is no conflict of interest",The authors have no conflict of interest to declare.,"Not in the way that they reported their results, but they made their data and analysis scripts available which is a good practice I think",,13min35
11/14/2025 17:50:10,ABa,10.1080/15374416.2022.2151713,"No, there is no statement that a pilot study was conducted",Keywords and referring to previous studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1min45
11/14/2025 17:52:04,ABa,10.1080/10503307.2022.2050830,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1min18
11/14/2025 18:05:47,ABa,10.1177/09567976221121348,"Yes, the article states that there was a pilot study",,No,"No, there is no statement about preregistration",3,Empirical study(ies),Experimental study,"""The exact parameters of how quickly the noise faded and the target morph became more visible were based on pilot data from an in-lab version,""

""Exclusion criteria were decided in advance on the basis of preliminary pilot data.""","“Pilot*” (study, experiment, test or similar; piloting; piloted), “Preliminary” (study, experiment, test or similar)",No,,NA,NA,NA,NA,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"""The exact parameters of how quickly the noise faded and the target morph became more visible were based on pilot data from an in-lab version, which showed that participants could recognize the image when 60% image clarity was reached, which took roughly 3 s""","No, there is no statement about combining pilot data or results with the main study sample.","""The exact parameters of how quickly the noise faded and the target morph became more visible were based on pilot data from an in-lab version, which showed that participants could recognize the image when 60% image clarity was reached, which took roughly 3 s""
""Exclusion criteria were decided in advance on the basis of preliminary pilot data.""
",,This work was supported by the National Science Foundation Graduate Research Fellowship Program (Grant No. DGE-2038238).,"Yes, the statement says that there is no conflict of interest",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,No,,13min
11/15/2025 19:22:51,IHM,10.1093/jpepsy/jsac039,"No, there is no statement that a pilot study was conducted","Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mins (to discover that no pilot was reported for this study)
11/15/2025 21:00:50,IHM,10.1177/13623613221081189,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mins (to determine no pilot was reported)
11/15/2025 21:03:31,IHM,10.1007/s10802-022-00959-5,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mins (to determine that no pilot was run)
