Timestamp,1.1. Coder Initials,1.2. Article DOI,1.3. Is there a statement in the article that there was a pilot study conducted?,"1.3.1. If there is no pilot study reported in the article, what did the keyword ""pilot"", ""preliminary study"" or ""feasibility study"" refer to? ","1.3.2. If the pilot is reported in a separate paper, what is the reference to the paper provided in the article?",2.1.  Is the article a Registered Report? ,"2.2.  According to what is stated in the article, were the reported study(ies) preregistered? ",2.3. How many studies does the article report? ,2.4. What type of study(ies) are being reported?,"2.4.1. If the article reports empirical data, what type of empirical data study is being reported?",3.1 How does the article state that there was a pilot study conducted? ,3.2  How is the pilot study referred to in the article? ,3.3  Does the article state how many pilots have been conducted? ,"3.3.1 If there is a statement about the number of pilots conducted, what is the number of pilots?",3.4. Does the article state the purpose of the pilot(s) that have been conducted? ,"3.4.1  If there is a statement about the purpose of the pilot(s), what is the statement? ",3.5 Does the article state the stopping rule: the decision behind finalizing piloting?  ,"3.5.1 If the article states the stopping rule, what is the statement?  ","3.5.2. If the article states the stopping rule, is it possible to categorize this rule into one or more of the categories below? ",3.6. Does the article state how the overall procedure for the pilot(s) was decided upon? ,"3.6.1 If the article states how the overall procedure for the pilot(s) was decided upon, what is the statement?",3.7. Does the article state the sample size(s) of the pilot(s) that have been conducted? ,"3.7.1 If the article states the sample size(s) of the pilot(s), what is the statement?","3.7.2 If the article states the pilot(s) sample size(s), does it state the justification of the sample size(s)? ",3.8 Does the article state the recruitment method for the sample in the pilot studies?  ,"3.8.1 If the article states the recruitment method for the sample in the pilot studies, what is the statement?  ",3.9  Is there a statement on how similar or different the pilot(s) were from the main study(ies)? ,"3.9.1  If there is a statement on how similar or different the pilot(s) were from the main study(ies), what is the statement?",4.1  Does the article state whether or not data from the pilot(s) are available? ,"4.1.1 If pilot data are available, how does the statement indicate that the data are available?","4.1.2 If pilot data are available, can you access, download, and open the data files without an additional step such as a sign-up or a login? ",5.1. Does the article state whether or not pilot analysis scripts are available? ,"5.1.1 If pilot analyses are available, how does the statement indicate that they are available? ","5.1.2. If pilot analyses are available, can you access, download, and open the pilot analysis scripts without an additional step such as a sign-up or a login?",6.1.  Does the article state whether or not pilot materials/methods are available? ,"6.1.1 If pilot materials/methods are available, how does the statement indicate that they are available? ","6.1.2. If pilot materials/methods are available, can you access, download, and open the files without an additional step such as a sign-up or a login? ",7.1.  Does the article report results or outcomes from the analysis of the pilot study data? ,"7.1.1. If pilot results or outcomes are reported, what are the reported results?","7.1.2. Does the article state that the data or results from the pilot were combined with the final, main study results? ",7.1.3. Does the article state whether or how the pilot study results affected the main study? ,Any other details,8.1. Does the article include a funding statement? ,"8.1.1 If the article include a funding statement, what is the statement?",8.2. Does the article include a statement indicating whether there were any conflicts of interest (COI)?,"8.2.1. If there is a conflict of interest statement, what is the statement?",Is the pilot reporting in this article an example of “best practice” that could be used to guide others?,"9.1. Do you have any feedback on the form, instructions or general coding procedure?",9.2. How much time did it take you to code this article?
3/20/2026 18:02:05,ABa,10.1017/S1352465822000625,Other: The whole article is a pilot study report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:10
3/20/2026 18:11:59,ABa,10.1177/00302228231176307,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"The pilot study of 30 older adults in the value of the alpha Cronbach’s Coefficient (0.928), while the validity of the splithalf was (0.918). ;; The pilot study of (30) older adults persons outside of the actual sample. The value of the alpha Cronbach coefficient was (0.94), while the validity of the split-half was (was 0.90).","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,Yes,"To ensure the validity of the existential vacuum scale, the internal consistency coefficient of the scale was calculated according to Cronbach’s alpha equation for internal consistency and the validity of the half-split. The pilot study of 30 older adults in the value of the alpha Cronbach’s Coefficient (0.928), while the validity of the splithalf was (0.918). ;; To ensure the validity of the psychological hardiness scale, the internal consistency coefficient of the scale was calculated according to Cronbach’s alpha equation for internal consistency and the validity of the half-split. The pilot study of (30) older adults persons outside of the actual sample. The value of the alpha Cronbach coefficient was (0.94), while the validity of the split-half was (was 0.90).",No,,,No,,Yes,The pilot study of 30 older adults,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"the alpha Cronbach’s Coefficient (0.928), while the validity of the splithalf was (0.918).","No, there is a statement that pilot data or results were not combined with the main study sample.",,,"Yes, and the statements says that there is no funding.","The author(s) received no financial support for the research, authorship, and/or publication of this article.","Yes, the statement says that there is no conflict of interest","The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",No,"It was a bit difficult in this situation because the mention of a pilot study appeared in two consecutive sentences; consequently, I felt like I was repeating myself on the form.",7:51
3/20/2026 18:16:07,ABa,10.1111/cch.13106,"""From what I understand, this study is intended to be a pilot, but it is only mentioned in one short sentence. Consequently, it is not presented as such in the title, nor in the objectives within the abstract.","We chose to use a moderately liberal  q-value of 0.1 due to the preliminary nature of this pilot study. Effect  sizes were calculated by r = z/√N where r represents effect size, z  represents the Wilcoxon signed-rank test ‘z’ statistic and N represents the total number of paired comparisons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00
3/20/2026 18:20:58,ABa,10.1002/capr.12700,"""The authors mention that the study was ""piloted"" with two supervisors from a therapy teaching program, but only to ensure that the questions were accessible and understandable. Therefore, this can hardly be considered a pilot study.","""The authors mention that the study was ""piloted"" with two supervisors from a therapy teaching program, but only to ensure that the questions were accessible and understandable. Therefore, this can hardly be considered a pilot study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:00
3/20/2026 18:27:51,ABa,10.1080/13506285.2023.2192993,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",6,Empirical study(ies),Experimental study,"Based on pilot experiments, we anticipated a larger effect than in Experiments 1a and 1b,  so we estimated fewer participants were needed to detect a significant effect.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,One pilot study reported in the article (single study),No,,No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","Because this experiment was conducted online, we had less control over aspects of participants’ displays, such as brightness and contrast, so we chose to use a coherent motion event instead of a luminance decrease to minimize this heterogeneity. Pilot experiments suggested this change in tasks produced overall similar patterns of performance as our in-lab studies.",,"Yes, and the statement provides funding information.",This research was supported by a grant from the National Science Foundation (BCS-1850738).,"Yes, the statement says that there is no conflict of interest",No potential conflict of interest was reported by the author(s).,No,,4:00
3/20/2026 18:36:23,ABa,10.1192/bjo.2023.550,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",1,Empirical study(ies),Quantitative observational study,"Collection of consumption data is a two-step process: a complete list of durable and non-durable consumption goods (together with their current prices) in the context of the country/population in question is compiled through a pilot study, then the amount or quantity of individual goods consumed in the previous week/month/year by each household is collected in the main survey.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"Collection of consumption data is a two-step process: a complete list of durable and non-durable consumption goods (together with their current prices) in the context of the country/population in question is compiled through a pilot study, then the amount or quantity of individual goods consumed in the previous week/month/year by each household is collected in the main survey.",No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.","This work was carried out with the aid of a grant from SecDev Foundation and the International Development Research Centre (IDRC), Ottawa, Canada, through the Knowledge for Democracy Myanmar (K4DM) Initiative. The views expressed herein do not necessarily represent those of the SecDev Foundation, IDRC or its Board of Governors.","Yes, the statement says that there are one or more conflicts of interest",None.,No,,7:00
3/20/2026 18:43:35,ABa,10.1037/apl0001112,"The authors refer to 'pretests' extensively, primarily to validate their materials, but they do not mention a pilot study per se. Since there is some ambiguity, I prefer not to consider it a mention of a pilot study.","The authors refer to 'pretests' extensively, primarily to validate their materials, but they do not mention a pilot study per se. Since there is some ambiguity, I prefer not to consider it a mention of a pilot study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00
3/20/2026 18:50:15,ABa,10.1080/07481187.2023.2246018,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",1,Empirical study(ies),Qualitative study,The authors first pilot-tested the interview guide with two participants and then revised it by eliminating two questions that appeared irrelevant to the research objectives.,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,No,,No,,,No,,Yes,The authors first pilot-tested the interview guide with two participants,,No,,They adapted an interview guide regarding the pilot ,The authors first pilot-tested the interview guide with two participants and then revised it by eliminating two questions that appeared irrelevant,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",The authors first pilot-tested the interview guide with two participants and then revised it by eliminating two questions that appeared irrelevant,,"Yes, and the statement provides funding information.","This work was supported by the Fonds de Recherche du Quebec – Societe et Culture (FRQ-SC) and the Center for Research and Intervention on Suicide, Ethical Issues and Endof-life Practices at the Universite du Quebec a Montreal.","Yes, the statement says that there is no conflict of interest",The authors report there are no competing interests to declare.,No,,6:00
3/20/2026 21:14:22,MM,10.1177/00315125231182276,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Experimental study,"We conducted a power analysis on a pilot study with 20 participants using G-power (G*Power 3.1.9.4 software) and tested by a nonparametric test (MannWhitney test) (Hertzog, 2008).","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),No,,No,,,No,,Yes,"We conducted a power analysis on a pilot study with 20 participants using G-power (G*Power 3.1.9.4 software) and tested by a nonparametric test (MannWhitney test) (Hertzog, 2008).",,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,Based on the calculation we determined that a minimum of 30 participants per group would be required to reach a minimum of 80% statistical power with 5% statistical significance and an effect size of d = .66.,"No, there is no statement about combining pilot data or results with the main study sample.",Based on the calculation we determined that a minimum of 30 participants per group would be required to reach a minimum of 80% statistical power with 5% statistical significance and an effect size of d = .66.,,"Yes, and the statements says that there is no funding.","The author(s) received no financial support for the research, authorship, and/or publication of this article.","Yes, the statement says that there is no conflict of interest",,No,,7
3/20/2026 21:19:53,MM,10.1007/s10865-023-00455-1,"No, there is no statement that a pilot study was conducted","Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""","Herbert, E., Julious, S. A., & Goodacre, S. (2019). Progression criteria  in trials with an internal pilot: An audit of publicly funded randomised controlled trials. Trials, 20(1), 1–9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3/20/2026 22:20:15,MM,10.1080/10409289.2023.2214163,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,A pilot study with 11 PPTs from four normal universities and colleges was conducted to confirm that the selected items were understandable and applicable to PPTs’ learning with OTVCs.,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,A pilot study with 11 PPTs from four normal universities and colleges was conducted to confirm that the selected items were understandable and applicable to PPTs’ learning with OTVCs.,No,,,No,,Yes,A pilot study with 11 PPTs (pre-service preschool teachers),,No,A pilot study with 11 PPTs from four normal universities and colleges was conducted,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is a statement that pilot data or results were not combined with the main study sample.",The preliminary version of the questionnaire was checked for applicability and comprehensibility.,,"No, there is no funding statement.",,"Yes, the statement says that there is no conflict of interest",,No,,10
3/21/2026 9:58:11,GV,10.1016/j.cogpsych.2023.101591,"No, there is no statement that a pilot study was conducted","Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
3/21/2026 10:02:17,GV,10.1002/capr.12721,"No, there is no statement that a pilot study was conducted",No keyword found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 min
3/21/2026 10:11:16,GV,10.1111/bjhp.12677,"No, there is no statement that a pilot study was conducted",no keyword found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3/21/2026 10:24:40,GV,10.1177/1086296x231163117,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"In the present study, we expanded and refined a codebook for vocabulary talk that was initially developed by the first author in a pilot study examining one kindergarten teacher's vocabulary talk during 421.96 min of science instruction across 10 video-recorded lessons.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),No,,No,,,No,,No,,,No,,Yes,"First, we applied the two levels of provisional codes from the pilot study. Consistent with Gee's (2014) assertion that speakers often simultaneously carry out multiple actions with any one utterance, we applied each relevant code to utterances addressing multiple types of vocabulary talk and/or multiple VTMs. The second cycle focused on identifying additional VTMs beyond those identified in the pilot study.",No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"We used teacher utterances as our unit of analysis rather than teacher turn because we found in our pilot study that teacher turns were often quite long and involved a number of different VTMs. In fact, we found that the teacher often used a VTM more than once within a turn; however, because each second-level code could only be applied once to a turn, this repeated use of VTMs within a turn was not captured.","No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.","The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work was supported by the International Literacy Association Steven A. Stahl Research Grant and the National Science Foundation (grant number 1620580).","Yes, the statement says that there is no conflict of interest","The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",No,,10
3/21/2026 10:50:48,GV,10.1177/10790632231205784,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",2 (campaigns) + the first one which is the pilot but the fact that the first was a pilot is only mentioned once,Empirical study(ies),Quantitative observational study,The first active (pilot) campaign period was from 13th October 2015 to 31st March 2016. ,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),"not explicitly, but it can be inferred that the purpose was the same as the other two studies",,No,,,No,,Yes,"from table 1: 2534 (campaign), 1881 (evaluation)",,No,,Yes,"The survey was enhanced after Survey 1, so that in Surveys 2 and 3 respondents were asked to indicate whether they were pre-or post-arrest, and whether their behavior and awareness had changed as a result of becoming aware of the campaign. ",No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"There were 252 respondents across the three surveys (93 in Survey 1) ;; In Survey 1, no information was available on arrest status (pre-arrest vs. post-arrest) ;; Table 2","Yes, both data and results (the data and results from the pilot were combined with the main study data and results).",,,"Yes, and the statement provides funding information.","he research reported in this paper was supported by funding from the National Society for the Prevention of Cruelty to Children, UK.","Yes, the statement says that there is no conflict of interest","The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",No,,20
3/21/2026 11:13:19,EA,10.1177/21677026231164958,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"Yes, the article states that there is a preregistration",1,Empirical study(ies),"Randomized Controlled Trial (RCT), Simulation study","All translated measures were pilot tested and revised in an iterative process, which included cognitive interviewing with translators and Eritrean asylum seekers to ensure linguistic as well as sociocultural meaning by our or other research groups (Badri et al., 2012; Reebs et al., 2017; Yuval et al., 2020).","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),It's not explicitly stated,"All translated measures were pilot tested and revised in an iterative process, which included cognitive interviewing with translators and Eritrean asylum seekers to ensure linguistic as well as sociocultural meaning by our or other research groups (Badri et al., 2012; Reebs et al., 2017; Yuval et al., 2020).",No,,,No,,No,,,No,,"There's no statement, but it's clear that the pilot is different",,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.","This work was supported by a grant from Max-PlanckGesellschaft (to A. Aizik-Reebs), the European Mind and Life Varela Award (to A. Aizik-Reebs), a Mind and Life Institute PEACE grant (to A. Bernstein), a grant from the Charney Foundation (to A. Bernstein), and Israeli Science Foundation Grant ISF 2046/16 (to A. Bernstein).","Yes, the statement says that there is no conflict of interest",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,No,,5 min
3/21/2026 11:31:17,EA,10.1080/09658211.2023.2284401,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",4,Empirical study(ies),Experimental study,"Pilot participants (N = 36) found... ;; Pilot participants also found... ;; We used a larger set of “worst case scenarios,” which pilot participants deemed...","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,"At least a pilot was conducted for study 1, but also study 2 and 3 used the same materials. Also study 4 used a pilot, but it's not clear if it is a different one","Not explicitly, but it's clearly to check/select the experimental stimuli",,No,,,No,,Yes,Pilot participants (N = 36) found...,,No,,"No, but it's clearly different from the studies",,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Pilot participants (N = 36) found the situations somewhat plausible (M = 2.45 on a 4-pt scale) but almost never reported personal experience with them (M = 0.02). ;; Pilot participants also found this revised set to be somewhat plausible (M = 2.50 on a 4-pt scale) and almost never reported personal experience with them (M = 0.03). ;; we used a larger set of “worst case scenarios,” which pilot participants deemed somewhat plausible (M = 2.70 on a 4-pt scale) and rarely reported personal experience with (M = 0.07).","There is no statement, but it's obvious that they were not combined",,,"Yes, and the statement provides funding information.",This work was supported by the National Institute on Aging (R01 AG00841) and National Science Foundation (1808571).,"Yes, the statement says that there is no conflict of interest",No potential conflict of interest was reported by the author(s).,No,,10 min
3/21/2026 11:39:00,GV,10.1525/mp.2023.41.2.77,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Experimental study,The singability of the melodies was piloted informally,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,The singability of the melodies was piloted informally,No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.","Sebastian Silas has been supported by a doctoral scholarship from the Studienstiftung des deutschen Volkes. This project has been partly supported by funding from the Deutsche Forschungsgemeinschaft (DFG, MU 2722/1 -1) awarded to Daniel Mu ̈llensiefen.","Yes, the statement says that there is no conflict of interest",No potential competing interest was reported by the authors.,No,,
3/21/2026 21:50:43,YS,10.1162/opmi_a_00088,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",2,Empirical study(ies),"Experimental study, Quantitative observational study","""While the visual information metrics describe the quantity and variety of physical image features, we would also like to describe the amount of meaning in an image as well. These cannot be computed directly from the image, so we conducted a preliminary study to obtain observers' descriptions of images. From these, we used natural language processing to compute several metrics of the complexity of these descriptions."" ;; ""For the description experiment, 1112 participants on Amazon's Mechanical Turk (mTurk) platform viewed trials in which they were shown one of the 1000 photographs and asked to describe the image such that another person could pick it out of a lineup of similar images. We restricted the experiment to US-based persons who had previously completed at least 1000 previous hits with at least 95% accuracy. Each individual could complete as many of the 1000 trials as desired. The median number of trials per participant was 10 (range: 1 to 1000).""","“Preliminary” (study, experiment, test or similar)",Yes,One pilot study reported in the article (single study),Yes,"""These cannot be computed directly from the image, so we conducted a preliminary study to obtain observers' descriptions of images. From these, we used natural language processing to compute several metrics of the complexity of these descriptions.""",No,,,No,,Yes,"""For the description experiment, 1112 participants on Amazon's Mechanical Turk (mTurk) platform viewed trials in which they were shown one of the 1000 photographs and asked to describe the image such that another person could pick it out of a lineup of similar images.""",No,Yes,"""For the description experiment, 1112 participants on Amazon's Mechanical Turk (mTurk) platform viewed trials in which they were shown one of the 1000 photographs and asked to describe the image such that another person could pick it out of a lineup of similar images. We restricted the experiment to US-based persons who had previously completed at least 1000 previous hits with at least 95% accuracy.""",No,,"The article provides a general data availability statement that reads ""Data and stimuli are available at https://osf.io/wn7v2/"" but does not explicitly distinguish between data from the preliminary study (pilot) and data from the main study. It is unclear from the statement alone whether the pilot data (i.e., the raw MTurk image descriptions from 1,112 participants) are included, or only the derived metrics and/or the main experiment data. The statement is ambiguous with respect to the pilot specifically.","An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",No,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"""The median number of trials per participant was 10 (range: 1 to 1000)."" ;; ""From these, we created a dictionary of all unique word tokens (a total of 19,556 words across the 100,000 unique descriptions)."" ;; ""We performed PCA on this matrix and projected each image onto the first principal component for a single metric of semantic information. This first component explained about 86% of the original variability across images."" ;; The Comparing Image Metrics section reports correlations between the pilot-derived semantic metrics and Bainbridge & Baker's (2020a) metrics (Figure 2), e.g.: ""We observed higher absolute correlations between Bainbridge and Baker's metrics and our semantic information metrics, compared to our visual information metrics. Further, the highest absolute correlations with the Bainbridge and Baker metrics were found between lexical entropy, which was positively correlated with the number of objects, object eccentricity, and subjective scene distance, and negatively correlated with object size.""","Yes, only the results (pilot results were used or combined with the main study results to support final conclusions).","Yes. The pilot results affected the main study in two ways. First, the selection of the 120 images for the main experiment was based on the pilot-derived metrics: ""We computed information measures on visual and semantic features (see below) on all 1000 images and then selected 120 images that spanned the range of both information metrics."" Second, the semantic information scores derived from the pilot were used as predictor variables in the main study's regression analyses, as the entire analytic approach of the main study depended on having these pilot-derived semantic information values for each image.","The paper also reports a small informal pilot-like procedure for determining the bin size for the color entropy metric: ""To choose the bin size, we selected a separate set of six images containing three images with subjectively low color variability and three images with subjectively high color variability. We computed color histograms with bin sizes between 2 and 200 and examined the entropy differences between the two image groups. We found that a bin size of 20 provided the largest and most reliable differences between the two groups."" This is a minor methodological calibration step that preceded the main analyses but is not labeled as a pilot or preliminary study. It is reported within the visual information metrics section (not the preliminary study section) and involves no human participants.","Yes, and the statement provides funding information.","""This project was supported by the Bates College Program in Neuroscience.""","Yes, the statement says that there is no conflict of interest",,No,,approximately 1 hour
3/21/2026 22:11:15,YS,10.1002/jclp.23569,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""","Not applicable. The article does not report or reference a pilot study conducted as part of the current research. The mentions of ""pilot"" refer to other researchers' independent studies on intuitive eating interventions, not to any preliminary work supporting the current longitudinal survey study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 minutes
3/21/2026 22:18:03,YS,10.1007/s12671-023-02079-7,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""",Not applicable. There is no pilot study reported in or linked to the present study via a separate paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 minutes
3/22/2026 11:50:46,YS,10.1192/bjo.2023.296,"No, there is no statement that a pilot study was conducted","The keyword ""pilot"" does not appear within the article itself. It appears in a separate, adjacent conference abstract by Madhusudanan et al. (doi: 10.1192/bjo.2023.297) that is printed on the same PDF pages. In that neighboring abstract, the phrase used is ""pilot lecture,"" referring to an initial/trial educational session (a virtual education program on high-risk psychotropic medication)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2026 12:04:43,YS,10.3390/bs13020166,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"""The stages used in this translation process were: (a) forward-translation done by two translators, (b) forward-reconciliation and harmonization among versions, (c) back-translation, (d) evaluation of the back-translation by an expert in mastery motivation, (e) pilot testing of the Romanian and Russian versions of the SSMMQ on fifth-grade students, and (f) final review based on pilot results.""","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"""(e) pilot testing of the Romanian and Russian versions of the SSMMQ on fifth-grade students, and (f) final review based on pilot results.""",No,,,Yes,"""The stages used in this translation process were: (a) forward-translation done by two translators, (b) forward-reconciliation and harmonization among versions, (c) back-translation, (d) evaluation of the back-translation by an expert in mastery motivation, (e) pilot testing of the Romanian and Russian versions of the SSMMQ on fifth-grade students, and (f) final review based on pilot results [42]."" Reference [42] is: ""International Test Commission. The ITC Guidelines for Translating and Adapting Tests. 2017.""",No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample."," ""(f) final review based on pilot results [42]."" ","The pilot in this article is minimally reported. It is mentioned solely as one step (step ""e"") in a six-step translation/adaptation procedure described in a single sentence in Section 3.3. No information is provided about the pilot's sample size, recruitment, procedure, duration, results, or any changes made to the instrument as a consequence. The reference cited for the translation procedure ([42]: International Test Commission, The ITC Guidelines for Translating and Adapting Tests, 2017) is a general methodological guideline","Yes, and the statement provides funding information.","""This study was funded by the Scientific Foundations of Education Research Program of the Hungarian Academy of Sciences and by the ICT and Societal Challenges Competence Centre of the Humanities and Social Sciences Cluster of the Centre of Excellence for Interdisciplinary Research, Development and Innovation of the University of Szeged. The authors are members of the New Tools and Techniques for Assessing Students Research Group.""","Yes, the statement says that there is no conflict of interest","""The authors declare no conflict of interest.""",No,,
3/22/2026 12:33:42,YS,10.1177/00220426231151372,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Qualitative study,"""An interview guide was employed which was piloted with the first two participants and the required modifications were made.""","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),No,,No,,,No,,Yes,"""An interview guide was employed which was piloted with the first two participants and the required modifications were made.""",,No,,"The pilot participants were drawn from the same pool as the main study participants (the first two of the 29 participants), and it is implied the same interview procedure was used, but there is no explicit statement comparing the pilot to the main study.",,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"""An interview guide was employed which was piloted with the first two participants and the required modifications were made.""","No, there is no statement about combining pilot data or results with the main study sample.","""An interview guide was employed which was piloted with the first two participants and the required modifications were made.""","The pilot participants (""the first two participants"") appear to have been drawn from the same convenience sample of 29 service providers used in the main study. It is ambiguous whether these two participants are counted within the 29 or are additional to them, and whether their interview data contributed to the final qualitative analysis. The article does not address this.","Yes, and the statements says that there is no funding.","""The author(s) received no financial support for the research, authorship, and/or publication of this article.""","Yes, the statement says that there is no conflict of interest","""The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.""",No,,
